tid,name,pos,hgt,weight,imgURL,born/year,born/loc,contract/amount,contract/exp,draft/round,draft/pick,draft/tid,draft/originalTid,draft/year,college,ratings/0/hgt,ratings/0/stre,ratings/0/spd,ratings/0/jmp,ratings/0/endu,ratings/0/ins,ratings/0/dnk,ratings/0/ft,ratings/0/fg,ratings/0/tp,ratings/0/blk,ratings/0/stl,ratings/0/drb,ratings/0/pss,ratings/0/reb,ratings/0/pot,skills/0,skills/1,awards/0/season,awards/0/type,awards/1/season,awards/1/type,skills/2,injury/type,injury/gamesRemaining,firstName,lastName
-4,Scot Pollard,C,83,265,http://assets.espn.go.com/i/headshots/nba/players/65/664.jpg,1975,"Murray, UT",,,0,0,-1,,1997,Kansas,85,80,34,53,53,53,65,65,76,20,65,44,35,45,72,57,,,,,,,,,,,
-4,Paul Grant,C,84,245,http://cdn.hoopshype.com/i/f1/1d/f8/paul_grant.jpg,1974,"Pittsburgh, PA",,,0,0,-1,,1997,Wisconsin,90,68,22,34,54,56,57,65,67,0,75,45,25,56,77,53,,,,,,,,,,,
-4,Anthony Parker,GF,78,215,http://media.tumblr.com/tumblr_lknfcppv8Z1qh4jcw.png,1975,"Naperville, IL",,,0,0,-1,,1997,Bradley,50,33,55,54,65,45,63,45,65,45,65,56,55,65,45,59,,,,,,,,,,,
-4,Ed Gray,SG,75,210,http://imageocd.com/images/nba10/ed-gray-wallpaper-height-weight-position-college-high-school/ed-gray.jpg,1975,"Riverside, CA",,,0,0,-1,,1997,California,28,45,62,44,47,43,54,36,34,64,54,34,54,54,33,54,,,,,,,,,,,
-4,Bobby Jackson,G,73,185,http://a.espncdn.com/i/headshots/nba/players/65/376.jpg,1973,"East Spencer, NC",,,0,0,-1,,1997,Minnesota,15,31,87,85,55,35,74,45,65,65,66,56,79,53,43,62,,,,,,,,,,,
-4,Rodrick Rhodes,GF,78,225,http://www.clutchfans.net/images/profiles/Rodrick_Rhodes.jpg,1973,"Jersey City, NJ",,,0,0,-1,,1997,Soutern California,54,56,60,54,65,45,66,35,45,34,54,66,45,34,54,55,,,,,,,,,,,
-4,John Thomas,FC,81,265,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/848.png&w=350&h=254,1975,"Minneapolis, MN",,,0,0,-1,,1997,Minnesota,72,65,50,55,52,62,55,62,30,0,65,45,35,45,75,56,,,,,,,,,,,
-4,Charles Smith,SG,76,194,http://www.thedraftreview.com/history/drafted1997/images/charles-smith.jpg,1975,"Fort Worth, TX",,,0,0,-1,,1997,New Mexico,37,45,65,45,55,25,55,65,45,65,45,45,66,45,35,56,,,,,,,,,,,
-4,Jacque Vaughn,PG,73,190,http://orlandomagicdaily.com/files/2013/05/vaughn1_550_072812.jpg,1975,"Los Angeles, CA",,,0,0,-1,,1997,Kansas,15,45,73,65,44,38,51,78,45,54,65,76,76,74,35,55,,,,,,,,,,,
-4,Keith Booth,SF,78,226,http://image.cdnllnwnl.xosnetwork.com/fls/29700/old_site/images/3595275.jpeg,1974,"Baltimore, MD",,,0,0,-1,,1997,Maryland,50,45,44,65,55,46,55,66,45,67,56,55,59,46,64,59,,,,,,,,,,,
-4,Serge Zwikker,C,87,273,https://imspatial.files.wordpress.com/2007/02/serge_zwikker.jpg,1973,"Vlaardingen, Netherlands",,,0,0,-1,,1997,North Carolina,87,64,47,45,34,54,55,45,20,0,67,45,25,21,60,53,,,,,,,,,,,
-4,Mark Sanford,F,81,210,http://i.imgur.com/zdUWYvw.png,1976,"Dallas, TX",,,0,0,-1,,1997,Washington,71,55,45,34,50,34,54,65,45,45,45,55,45,55,56,50,,,,,,,,,,,
-4,Charles O'Bannon,SG,77,209,http://i.imgur.com/jwwVMaA.png,1975,"Bellflower, CA",,,0,0,-1,,1997,UCLA,43,45,55,65,44,54,65,45,65,45,65,44,34,54,65,53,,,,,,,,,,,
-4,James Cotton,SG,77,220,http://i.imgur.com/7qxcoFN.png,1975,"Los Angeles, CA",,,0,0,-1,,1997,Long Beach State,43,45,62,65,45,34,55,45,34,54,34,54,55,44,54,52,,,,,,,,,,,
-4,Marko Milic,GF,77,235,http://i.imgur.com/JdWnkiQ.png,1977,"Kranj, Slovenia",,,0,0,-1,,1997,Slovenia,43,34,63,72,45,34,77,45,45,45,65,66,34,44,55,54,,,,,,,,,,,
-4,Bubba Wells,SG,77,230,http://www.thesharkguys.com/wp-content/uploads/2012/09/Bubba-wells.jpg,1974,"Russellville, KY",,,0,0,-1,,1997,Austin Peay,43,40,58,54,34,55,45,45,66,34,34,24,54,45,60,45,,,,,,,,,,,
-4,Kebu Stewart,PF,80,239,http://www.thedraftreview.com/history/drafted1997/images/kebu-stewart.jpg,1973,"Brooklyn, NY",,,0,0,-1,,1997,Cal State Bakersfield,66,73,43,45,34,54,65,45,45,34,54,65,45,54,54,51,,,,,,,,,,,
-4,James Collins,SG,76,196,http://www.nolefan.org/basketball/collins_james2.jpg,1973,"Jacksonville, FL",,,0,0,-1,,1997,Florida State,35,33,66,45,34,54,45,65,45,44,56,45,44,65,34,50,,,,,,,,,,,
-4,Marc Jackson,FC,82,270,http://a.espncdn.com/media/nba/2000/1214/photo/a_jackson_i.jpg,1975,"Philadelphia, PA",,,0,0,-1,,1997,Temple,78,83,34,35,55,54,33,54,65,14,65,45,36,45,76,55,,,,,,,,,,,
-4,Jerald Honeycutt,PF,81,245,http://www.nba.com/media/playerfile/jerald_honeycutt.jpg,1974,"Shreveport, LA",,,0,0,-1,,1997,Tulane,54,65,44,54,45,34,65,45,45,44,54,65,44,54,34,54,,,,,,,,,,,
-4,Anthony Johnson,G,75,190,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/396.png&w=350&h=254,1974,"Charleston, SC",,,0,0,-1,,1997,College of Charleston,28,45,65,34,54,34,54,65,45,65,45,65,71,72,56,56,,,,,,,,,,,
-4,Eddie Elisma,G,75,213,http://i.imgur.com/vBWEhX9.png,1975,"Miami, FL",,,0,0,-1,,1997,Georgia Tech,28,45,65,34,54,34,54,65,45,65,45,65,45,65,56,49,,,,,,,,,,,
-4,Jason Lawson,C,83,240,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Lawson_Jason_nba.jpg,1974,"Philadelphia, PA",,,0,0,-1,,1997,Villanova,83,86,34,22,45,43,54,33,54,0,54,33,24,44,45,45,,,,,,,,,,,
-4,Stephen Jackson,GF,80,218,http://i.imgur.com/phyDHiq.jpg,1978,"Houston, TX",,,0,0,-1,,1997,Butler CC,64,34,67,66,34,24,52,54,45,55,47,44,44,45,49,67,,,,,,,,,,,
-4,Gordon Malone,C,83,215,http://www.thedraftreview.com/history/drafted1997/images/gordon-malone.jpg,1974,"New York, NY",,,0,0,-1,,1997,West Virginia,82,66,44,44,33,43,54,65,44,0,34,55,25,65,45,48,,,,,,,,,,,
-4,Cedric Henderson,SF,79,215,http://www.nba.com/media/playerfile/cedric_henderson.jpg,1975,"Memphis, TN",,,0,0,-1,,1997,Memphis,54,45,65,52,43,34,54,74,65,55,66,56,45,66,45,53,,,,,,,,,,,
-4,God Shammgod,PG,72,169,http://ballislife.com/wp-content/uploads/2014/04/tumblr_inline_mveecjz8ZJ1qa3an0.jpg,1976,"New York, NY",,,0,0,-1,,1997,Providence,8,34,72,64,54,33,58,70,44,54,34,54,81,60,35,52,,,,,,,,,,,
-4,Eric Washington,SG,76,190,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Washington_Eric_nba.jpg,1974,"Pearl, MS",,,0,0,-1,,1997,Alabama,35,44,65,65,45,44,54,66,45,34,54,44,54,65,44,51,,,,,,,,,,,
-4,Alvin Williams,G,77,185,http://www.nba.com/media/playerfile/alvin_williams.jpg,1974,"Philadelphia, PA",,,0,0,-1,,1997,Villanova,43,40,66,59,55,24,58,66,55,66,33,58,70,65,45,57,,,,,,,,,,,
-4,Peja Drobnjak,C,83,270,http://a.espncdn.com/i/headshots/nba/players/65/212.jpg,1975,"Bijelo Polje, Montenegro",,,0,0,-1,,1997,Serbia,84,56,34,34,55,55,66,78,66,62,45,52,34,44,56,57,,,,,,,,,,,
-4,Alain Digbeu,GF,77,210,http://s.lnb.fr/lnb/file/joueurs/A03441.gif,1975,"Macon, France",,,0,0,-1,,1997,France,42,45,65,72,44,34,54,65,45,58,45,65,45,34,56,54,,,,,,,,,,,
-4,Chris Crawford,PF,81,235,http://www.thedraftreview.com/history/drafted1997/images/chris-crawford.jpg,1975,"Kalamazoo, MI",,,0,0,-1,,1997,Marquette,71,64,45,34,55,34,54,65,44,45,36,43,54,60,54,55,,,,,,,,,,,
-4,DeJuan Wheat,PG,72,165,http://grfx.cstv.com/photos/schools/lou/sports/m-baskbl/auto_headshot/3919466.jpeg,1973,"Louisville, KY",,,0,0,-1,,1997,Louisville,8,34,65,45,44,35,46,54,45,46,45,55,70,65,43,52,,,,,,,,,,,
-4,C.J. Bruton,G,74,195,http://i.imgur.com/8bIeAgS.png,1975,"Wichita, KS",,,0,0,-1,,1997,Indian Hills CC,22,45,55,34,54,34,54,65,45,65,45,65,45,65,56,56,,,,,,,,,,,
-4,Paul Rogers,C,84,260,http://www-static2.spulsecdn.net/pics/00/00/56/01/560187_1_S.jpg,1973,"Adelaide, Australia",,,0,0,-1,,1997,Australia,90,64,44,50,33,43,54,65,44,19,34,55,45,45,65,52,,,,,,,,,,,
-4,Mark Blount,C,84,230,http://a.espncdn.com/i/headshots/nba/players/65/70.jpg,1975,"Dobbs Ferry, NY",,,0,0,-1,,1997,Pittsburgh,92,74,34,64,23,57,54,65,44,0,34,55,25,25,75,56,,,,,,,,,,,
-4,Ben Pepper,C,84,250,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Pepper_Ben_bos.jpg,1975,"Geraldton, Australia",,,0,0,-1,,1997,Australia,92,64,34,24,23,54,54,65,44,0,34,55,15,44,66,52,,,,,,,,,,,
-4,Nate Erdmann,SG,77,195,http://www.thedraftreview.com/history/drafted1997/images/nate-erdmann.jpg,1973,"Fort Dodge, IA",,,0,0,-1,,1997,Oklahoma,43,44,63,34,54,34,54,65,45,65,45,65,45,65,56,50,,,,,,,,,,,
-4,Roberto Duenas,C,86,280,http://www.blaugranas.com/media/galeria/25/3/3/6/9/n_f_c_barcelona_jugadores_historicos-4669633.jpg,1975,"Madrid, Spain",,,0,0,-1,,1997,Spain,93,67,34,34,36,43,54,65,44,0,34,55,45,65,67,52,,,,,,,,,,,
-4,Mikki Moore,FC,83,225,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Moore_Mikki_sac.jpg,1975,"Orangeburg, SC",,,0,0,-1,,1997,Nebraska,85,57,54,64,39,43,54,65,44,0,34,55,25,45,65,55,,,,,,,,,,,
-4,Troy Hudson,PG,73,170,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hudson_Troy_gsw.jpg,1976,"Carbondale, IL",,,0,0,-1,,1997,Southern Illinois,15,25,65,34,54,34,54,65,45,65,45,65,75,75,36,56,,,,,,,,,,,
-4,Damon Jones,G,75,185,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Jones_Damon_mil.jpg,1976,"Galveston, TX",,,0,0,-1,,1997,Houston,29,35,65,34,54,34,54,65,45,75,45,65,65,65,26,56,,,,,,,,,,,
-4,Ira Newble,GF,79,220,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Newble_Ira_cle.jpg,1975,"Southfield, MI",,,0,0,-1,,1997,Miami (Ohio),57,45,55,54,54,34,54,65,45,65,45,65,45,65,56,58,,,,,,,,,,,
-4,Michael Stewart,FC,82,230,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Stewart_Michael_nba.jpg,1975,"Cucq-Trepied-Stella-Plage, France",,,0,0,-1,,1997,California,79,73,54,64,47,56,54,65,32,0,34,55,33,22,66,52,,,,,,,,,,,
-4,Etdrick Bohannon,F,81,220,http://www.nba.com/media/playerfile/etdrick_bohannon.jpg,1973,"San Bernardino, CA",,,0,0,-1,,1997,Auburn Montgomery,69,64,54,64,33,43,54,65,44,0,34,55,45,45,83,48,,,,,,,,,,,
-4,Keith Closs,C,86,215,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Closs_Keith_nba.jpg,1976,"Hartford, CT",,,0,0,-1,,1997,Central Connecticut,95,59,44,55,23,53,54,65,24,0,34,55,25,65,55,52,,,,,,,,,,,
-4,Chris Garner,PG,70,156,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Garner_Chris_nba.jpg,1975,"Memphis, TN",,,0,0,-1,,1997,Memphis,5,33,70,69,54,34,54,65,45,65,45,65,75,72,56,50,,,,,,,,,,,
-4,Pat Burke,C,83,250,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burke_Pat_nba.jpg,1973,"Dublin, Ireland",,,0,0,-1,,1997,Auburn,85,74,44,64,23,43,54,65,44,54,34,55,25,55,55,57,,,,,,,,,,,
-4,Ace Custis,F,80,190,http://www.hokiesports.com/mbasketball/images/jerseys/custis.jpg,1974,"Eastville, VA",,,0,0,-1,,1997,Virginia Tech,64,44,54,64,23,43,54,65,44,54,34,55,35,65,45,52,,,,,,,,,,,
-4,Kiwane Garris,G,74,183,http://www.legendsofbasketball.com/wp-content/uploads/2014/02/garris.jpg,1974,"Chicago, IL",,,0,0,-1,,1997,Illinois,22,45,63,34,54,34,54,65,45,65,45,65,45,65,56,53,,,,,,,,,,,
-4,Jamal Robinson,GF,79,212,http://i.imgur.com/i88HYH9.png,1973,"Jamaica, NY",,,0,0,-1,,1997,Virginia,57,45,65,34,54,34,54,65,45,65,45,65,45,65,56,52,,,,,,,,,,,
-4,Alvin Sims,G,76,235,http://cdn.bleacherreport.net/images_root/slides/photos/000/207/526/Sullivan_display_image.jpg?1271982914,1974,"Paris, KY",,,0,0,-1,,1997,Louisville,35,45,65,34,54,34,54,65,45,65,45,65,45,65,56,49,,,,,,,,,,,
-5,Michael Olowokandi,C,84,269,http://a.espncdn.com/i/headshots/nba/players/65/621.jpg,1975,"Lagos, Nigeria",,,0,0,-1,,1998,Pacific,87,80,65,44,64,66,59,54,54,0,74,43,33,54,77,59,,,,,,,,,,,
-5,Mike Bibby,PG,73,190,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/61.png&w=350&h=254,1978,"Cherry Hill, NJ",,,0,0,-1,,1998,Arizona,14,44,69,65,64,34,64,43,60,44,54,65,77,76,54,66,,,,,,,,,,,
-5,Raef LaFrentz,FC,83,240,http://assets.espn.go.com/i/headshots/nba/players/65/454.jpg,1976,"Hampton, IA",,,0,0,-1,,1998,Kansas,86,58,56,65,55,65,65,45,66,45,54,34,44,54,34,58,,,,,,,,,,,
-5,Antawn Jamison,PF,80,223,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/385.png&w=350&h=254,1976,"Shreveport, LA",,,0,0,-1,,1998,North Carolina,87,76,54,67,65,75,74,54,65,32,65,54,56,43,87,74,,,,,,,,,,,
-5,Vince Carter,GF,78,215,http://4umf.com/wp-content/uploads/2013/01/vince-carter.png,1977,"Daytona Beach, FL",,,0,0,-1,,1998,North Carolina,55,57,87,94,87,56,96,76,65,63,45,74,74,75,45,84,,,,,,,,,,,
-5,Robert Traylor,FC,80,284,http://www.cavshistory.com/images/players/Robert_Traylor.jpg,1977,"Detroit, MI",,,0,0,-1,,1998,Michigan,82,86,45,40,55,54,34,54,65,0,56,45,34,54,65,59,,,,,,,,,,,
-5,Jason Williams,PG,73,190,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/933.png&w=350&h=254,1975,"Belle, WV",,,0,0,-1,,1998,Florida,17,35,84,65,70,35,69,65,56,54,55,75,82,76,45,63,,,,,,,,,,,
-5,Larry Hughes,GF,77,184,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/356.png&w=350&h=254,1979,"St. Louis, MO",,,0,0,-1,,1998,Saint Louis,45,30,67,72,69,44,74,65,72,64,34,64,58,57,54,67,,,,,,,,,,,
-5,Dirk Nowitzki,FC,84,237,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/609.png&w=350&h=254,1978,"Wurzburg, Germany",,,0,0,-1,,1998,Germany,93,46,61,75,45,60,64,74,64,52,60,54,51,54,66,85,,,,,,,,,,,
-5,Paul Pierce,GF,78,230,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/662.png&w=350&h=254,1977,"Oakland, CA",,,0,0,-1,,1998,Kansas,64,50,76,76,82,39,80,83,76,73,54,65,60,69,65,82,,,,,,,,,,,
-5,Bonzi Wells,GF,77,210,http://espn.go.com/i/nba/profiles/players/65x90/3254.jpg,1976,"Muncie, IN",,,0,0,-1,,1998,Ball State,54,35,72,75,54,35,60,65,45,53,65,45,65,45,65,62,,,,,,,,,,,
-5,Michael Doleac,C,83,262,http://a.espncdn.com/i/headshots/nba/players/65/207.jpg,1977,"San Antonio, TX",,,0,0,-1,,1998,Utah,85,72,35,25,54,65,54,45,55,0,66,45,25,45,74,55,,,,,,,,,,,
-5,Keon Clark,FC,83,220,http://a.espncdn.com/i/headshots/nba/players/65/149.jpg,1975,"Danville, IL",,,0,0,-1,,1998,UNLV,83,63,59,75,57,62,59,65,56,10,85,35,35,45,73,59,,,,,,,,,,,
-5,Michael Dickerson,SG,77,190,http://a.espncdn.com/i/headshots/nba/players/65/203.jpg,1975,"Greenville, SC",,,0,0,-1,,1998,Arizona,43,33,60,54,65,45,55,80,75,83,40,60,50,65,44,58,,,,,,,,,,,
-5,Matt Harpring,GF,79,231,http://a.espncdn.com/i/headshots/nba/players/65/306.jpg,1976,"Cincinnati, OH",,,0,0,-1,,1998,Georgia Tech,57,39,50,44,55,44,45,75,77,75,45,64,54,54,43,57,,,,,,,,,,,
-5,Bryce Drew,PG,74,185,http://a.espncdn.com/i/headshots/nba/players/65/211.jpg,1974,"Baton Rouge, LA",,,0,0,-1,,1998,Valparaiso,21,20,58,47,45,27,45,65,44,65,45,66,76,73,35,51,,,,,,,,,,,
-5,Rasho Nesterovic,C,84,248,http://a.espncdn.com/i/headshots/nba/players/65/598.jpg,1976,"Ljubljana, Slovenia",,,0,0,-1,,1998,Slovenia,88,75,45,54,34,65,56,65,56,0,66,43,34,55,45,58,,,,,,,,,,,
-5,Mirsad Turkcan,PF,81,236,http://www.thedraftreview.com/history/drafted1998/images/mirsad-turkcan.jpg,1976,"Novi Pazar, Serbia",,,0,0,-1,,1998,Turkey,72,64,44,65,55,65,55,45,66,12,35,65,44,55,62,54,,,,,,,,,,,
-5,Pat Garrity,PF,81,238,http://a.espncdn.com/i/headshots/nba/players/65/264.jpg,1976,"Las Vegas, NV",,,0,0,-1,,1998,Notre Dame,74,65,54,43,54,43,46,55,69,75,65,44,55,45,65,56,,,,,,,,,,,
-5,Roshown McLeod,SF,80,221,http://hssn-media.advance.net/NJ.com/news/fc9306887d20846cd5dcb4fb2d6467f5/Roshown%20McLeod.png,1975,"Jersey City, NJ",,,0,0,-1,,1998,Duke,54,55,55,65,44,45,54,65,43,65,44,54,44,34,54,54,,,,,,,,,,,
-5,Ricky Davis,GF,78,195,http://www.thedraftreview.com/history/drafted1998/images/ricky-davis.jpg,1979,"Las Vegas, NV",,,0,0,-1,,1998,Iowa,50,45,70,83,45,25,84,54,45,55,65,45,62,45,65,67,,,,,,,,,,,
-5,Brian Skinner,FC,81,255,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/779.png&w=350&h=254,1976,"Temple, TX",,,0,0,-1,,1998,Baylor,72,75,45,45,49,54,54,54,25,0,65,54,34,44,72,54,,,,,,,,,,,
-5,Tyronn Lue,PG,72,175,http://a.espncdn.com/i/headshots/nba/players/65/489.jpg,1977,"Mexico, MO",,,0,0,-1,,1998,Nebraska,7,31,74,65,44,65,45,65,77,45,65,45,65,67,38,57,,,,,,,,,,,
-5,Felipe Lopez,G,77,199,http://a.espncdn.com/i/headshots/nba/players/65/485.jpg,1974,"Santo Domingo, Dominican Republic",,,0,0,-1,,1998,St. John's,44,45,55,75,44,54,65,55,65,56,45,65,44,65,56,56,,,,,,,,,,,
-5,Al Harrington,FC,81,230,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/308.png&w=350&h=254,1980,"Orange, NJ",,,0,0,-1,,1998,St. Patrick HS (NJ),75,45,45,65,55,45,34,54,66,54,65,77,56,45,65,73,,,,,,,,,,,
-5,Sam Jacobson,PG,76,215,http://www.latimes.com/includes/projects/img/lakers/bio_photos/sam_jacobson.jpg,1975,"Cottage Grove, MN",,,0,0,-1,,1998,Minnesota,35,32,62,55,53,34,55,65,58,38,44,54,73,65,54,56,,,,,,,,,,,
-5,Vladimir Stepania,C,84,236,http://a.espncdn.com/i/headshots/nba/players/65/805.jpg,1976,"Tbilissi, Georgia",,,0,0,-1,,1998,Slovenia,90,55,50,55,50,66,45,66,45,0,55,55,45,60,45,55,,,,,,,,,,,
-5,Corey Benjamin,G,78,200,http://a.espncdn.com/i/headshots/nba/players/65/52.jpg,1978,"Compton, CA",,,0,0,-1,,1998,Oregon State,52,33,62,66,45,23,54,66,45,34,55,65,63,56,56,56,,,,,,,,,,,
-5,Nazr Mohammed,FC,82,221,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/568.png&w=350&h=254,1977,"Chicago, IL",,,0,0,-1,,1998,Kentucky,80,75,45,45,55,65,45,65,55,0,74,65,25,45,77,57,,,,,,,,,,,
-5,Ansu Sesay,SF,81,225,http://grfx.cstv.com/schools/ole/graphics/ansu-sesay.jpg,1976,"Greensboro, NC",,,0,0,-1,,1998,Mississippi,71,44,61,35,44,25,60,65,45,44,45,65,44,54,66,54,,,,,,,,,,,
-5,Ruben Patterson,GF,77,224,http://a.espncdn.com/i/headshots/nba/players/65/638.jpg,1975,"Cleveland, OH",,,0,0,-1,,1998,Cincinnati,45,65,55,45,35,35,60,65,45,66,45,64,34,56,54,62,,,,,,,,,,,
-5,Rashard Lewis,SF,82,215,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/469.png&w=350&h=254,1979,"Pineville, LA",,,0,0,-1,,1998,Alief Elsik HS (TX),78,42,66,65,34,45,52,66,46,46,72,45,41,42,59,71,,,,,,,,,,,
-5,Jelani McCoy,C,82,245,http://a.espncdn.com/i/headshots/nba/players/65/525.jpg,1977,"Oakland, CA",,,0,0,-1,,1998,UCLA,79,64,43,54,66,76,56,44,65,0,56,34,54,36,65,55,,,,,,,,,,,
-5,Shammond Williams,G,73,201,http://a.espncdn.com/i/headshots/nba/players/65/934.jpg,1975,"Bronx, NY",,,0,0,-1,,1998,North Carolina,14,45,66,45,35,65,45,65,44,54,44,54,65,44,65,53,,,,,,,,,,,
-5,Bruno Sundov,C,86,220,http://www.cavshistory.com/images/players/Bruno_Sundov.jpg,1980,"Split, Croatia",,,0,0,-1,,1998,Croatia,95,65,34,44,49,57,54,65,34,10,64,34,44,44,67,49,,,,,,,,,,,
-5,Jerome James,C,84,300,http://a.espncdn.com/i/headshots/nba/players/65/383.jpg,1975,"Tampa, FL",,,0,0,-1,,1998,Florida A&M,83,74,30,26,46,76,65,76,56,0,77,56,25,34,75,53,,,,,,,,,,,
-5,Casey Shaw,C,83,260,http://www.ibiblio.org/craig/draft/1998_draft/Players/images/shaw.gif,1975,"Lebannon, OH",,,0,0,-1,,1998,Toledo,84,65,34,35,36,56,46,45,37,0,65,45,34,34,78,49,,,,,,,,,,,
-5,DeMarco Johnson,PF,81,245,http://www.thedraftreview.com/history/drafted1998/images/demarco-johnson.jpg,1975,"Charlotte, NC",,,0,0,-1,,1998,Charlotte,71,65,55,65,56,55,66,56,55,45,65,76,26,36,55,56,,,,,,,,,,,
-5,Rafer Alston,PG,74,171,http://assets.espn.go.com/i/headshots/nba/players/65/11.jpg,1976,"New York, NY",,,0,0,-1,,1998,Fresno State,21,42,86,76,55,26,70,54,54,55,45,65,85,35,65,58,,,,,,,,,,,
-5,Korleone Young,SF,79,213,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Young_Korleone_nba.jpg,1978,"Wichita, KS",,,0,0,-1,,1998,Hargrave Military Academy,57,44,65,64,25,25,55,76,34,45,45,55,46,46,56,62,,,,,,,,,,,
-5,Cuttino Mobley,GF,76,190,http://assets.espn.go.com/i/headshots/nba/players/65/566.jpg,1975,"Phladelphia, PA",,,0,0,-1,,1998,Rhode Island,36,45,65,44,65,25,65,76,77,82,55,76,55,76,56,62,,,,,,,,,,,
-5,Miles Simon,SG,75,202,http://www.tradingcarddb.com/Images/Cards/Basketball/2835/2835-709929Fr.jpg,1975,"Stockholm, Sweden",,,0,0,-1,,1998,Arizona,29,35,64,65,44,65,46,76,45,65,45,66,55,65,44,55,,,,,,,,,,,
-5,Jahidi White,FC,81,290,http://a.espncdn.com/i/headshots/nba/players/65/911.jpg,1976,"St. Louis, MO",,,0,0,-1,,1998,Georgetown,84,85,36,45,45,45,66,45,35,0,77,45,25,45,76,54,,,,,,,,,,,
-5,Sean Marks,FC,82,250,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/511.png&w=350&h=254,1975,"Auckland, New Zealand",,,0,0,-1,,1998,California,82,65,44,45,33,54,66,45,64,5,45,66,45,33,64,53,,,,,,,,,,,
-5,Toby Bailey,SG,78,213,http://www.thedraftreview.com/history/drafted1998/images/toby-bailey.jpg,1975,"Los Angeles, CA",,,0,0,-1,,1998,UCLA,54,45,65,45,45,55,65,45,56,45,46,45,54,54,56,54,,,,,,,,,,,
-5,Andrae Patterson,PF,81,238,http://www.thedraftreview.com/history/drafted1998/images/andrae-patterson.jpg,1975,"Riverside, CA",,,0,0,-1,,1998,Indiana,72,65,45,66,54,34,55,65,44,65,65,45,65,44,54,55,,,,,,,,,,,
-5,Tyson Wheeler,PG,70,165,http://www.thedraftreview.com/history/drafted1998/images/tyson-wheeler.jpg,1975,"New Britain, CT",,,0,0,-1,,1998,Rhode Island,3,29,84,64,55,23,63,54,56,45,16,74,70,71,14,54,,,,,,,,,,,
-5,Ryan Stack,PF,83,215,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Stack_Ryan_euro.jpg,1975,"Nashville, TN",,,0,0,-1,,1998,South Carolina,65,45,44,54,23,43,55,45,65,45,66,45,34,54,44,49,,,,,,,,,,,
-5,Cory Carr,SG,75,210,http://grfx.cstv.com/schools/text/sports/m-baskbl/images/players97/p-carr.jpg,1975,"Fordyce, AR",,,0,0,-1,,1998,Texas Tech,29,44,65,52,34,44,54,65,45,66,45,66,45,35,65,52,,,,,,,,,,,
-5,Andrew Betts,C,85,275,http://www.acb.com/fotos_cara/jugadores/JA5ELACB56.jpg,1977,"Ashby-de-la-Zouch, England",,,0,0,-1,,1998,Long Beach State,85,74,35,25,45,54,65,65,45,0,55,45,35,50,65,50,,,,,,,,,,,
-5,Corey Brewer,G,74,190,http://www.thedraftreview.com/history/drafted1998/images/corey-brewer.jpg,1975,"West Memphis, AR",,,0,0,-1,,1998,Oklahoma,45,41,66,56,45,66,45,34,54,55,45,65,45,35,65,56,,,,,,,,,,,
-5,Derrick Dial,SG,76,184,http://a.espncdn.com/i/headshots/nba/players/65/201.jpg,1975,"Detroit, MI",,,0,0,-1,,1998,Eastern Michigan,36,44,64,54,34,24,44,65,67,65,66,56,45,65,45,54,,,,,,,,,,,
-5,Greg Buckner,GF,76,210,http://a.espncdn.com/i/headshots/nba/players/65/111.jpg,1976,"Hopkinsville, KY",,,0,0,-1,,1998,Clemson,54,45,65,66,45,53,64,45,64,53,54,66,45,66,45,55,,,,,,,,,,,
-5,Tremaine Fowlkes,SF,80,220,http://a.espncdn.com/i/headshots/nba/players/65/251.jpg,1976,"Los Angeles, CA",,,0,0,-1,,1998,Fresno State,64,62,59,34,54,45,66,45,65,33,33,54,39,44,64,54,,,,,,,,,,,
